ID=2, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=121, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=2, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=5, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=9, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=14, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=20, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=5
ID=23, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=22, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=30, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=29, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=33, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=37, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=36, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=39, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=42, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=49, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=51, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=53, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=12, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=55, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=15
ID=58, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=17, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=60, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=12
ID=65, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=67, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=26, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=70, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=29, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=72, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=31, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=89, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=91, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=94, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=96, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=15
ID=98, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=17, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=100, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=102, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=21, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=104, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=23, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=106, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=25, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=108, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=27, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=16
ID=117, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=36, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=119, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=121, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=127, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=129, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=131, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=14
ID=136, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=138, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=17, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=140, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=142, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=21, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=145, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=149, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=28, Loja=Loja C, PosicaoEsteiraLoja=2, ClienteID=18
ID=151, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=30, Loja=Loja C, PosicaoEsteiraLoja=3, ClienteID=7
ID=153, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja C, PosicaoEsteiraLoja=4, ClienteID=18
ID=156, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=35, Loja=Loja C, PosicaoEsteiraLoja=5, ClienteID=2
ID=3, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=4, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=3, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=7, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=2, ClienteID=6
ID=8, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=7, Loja=Loja C, PosicaoEsteiraLoja=3, ClienteID=17
ID=9, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=9, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=12, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=11, Loja=Loja C, PosicaoEsteiraLoja=5, ClienteID=16
ID=15, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja C, PosicaoEsteiraLoja=6, ClienteID=4
ID=20, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=22, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=21, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=3
ID=25, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=26, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=26, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=5
ID=29, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=28, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=32, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=31, Loja=Loja C, PosicaoEsteiraLoja=12, ClienteID=19
ID=34, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=33, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=37, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=37, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=2
ID=40, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=39, Loja=Loja C, PosicaoEsteiraLoja=15, ClienteID=6
ID=41, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=43, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=17, ClienteID=19
ID=46, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=5, Loja=Loja C, PosicaoEsteiraLoja=18, ClienteID=7
ID=48, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=7, Loja=Loja C, PosicaoEsteiraLoja=19, ClienteID=6
ID=55, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=14, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=57, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=16, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=4
ID=59, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=18, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=61, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=20, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=65, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=24, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=67, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=26, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=72, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=31, Loja=Loja C, PosicaoEsteiraLoja=6, ClienteID=14
ID=74, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=76, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=35, Loja=Loja C, PosicaoEsteiraLoja=8, ClienteID=14
ID=78, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=37, Loja=Loja C, PosicaoEsteiraLoja=9, ClienteID=11
ID=86, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=5, Loja=Loja C, PosicaoEsteiraLoja=10, ClienteID=3
ID=91, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=11, ClienteID=20
ID=93, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=12, Loja=Loja C, PosicaoEsteiraLoja=12, ClienteID=1
ID=96, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja C, PosicaoEsteiraLoja=13, ClienteID=15
ID=98, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=17, Loja=Loja C, PosicaoEsteiraLoja=14, ClienteID=17
ID=2, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=5
ID=5, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=3, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=4, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=2, ClienteID=8
ID=8, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=7, Loja=Loja C, PosicaoEsteiraLoja=3, ClienteID=17
ID=10, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=9, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=9
ID=14, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=13, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=16
ID=19, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=18, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=10
ID=22, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=21, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=1
ID=24, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=23, Loja=Loja C, PosicaoEsteiraLoja=8, ClienteID=14
ID=30, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=29, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=17
ID=38, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=37, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=40, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=39, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=20
ID=43, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=12
ID=45, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=47, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=15
ID=49, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=52, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=11, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=54, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=56, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=15, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=14
ID=58, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=17, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=18
ID=60, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=19, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=71, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=30, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=7
ID=73, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=32, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=11
ID=75, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=34, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=8
ID=77, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=36, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=12
ID=79, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=38, Loja=Loja C, PosicaoEsteiraLoja=5, ClienteID=2
ID=81, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=0, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=14
ID=83, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=19
ID=85, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=4, Loja=Loja C, PosicaoEsteiraLoja=8, ClienteID=15
ID=87, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja C, PosicaoEsteiraLoja=9, ClienteID=11
ID=89, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=8, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=6
ID=91, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=10, Loja=Loja C, PosicaoEsteiraLoja=0, ClienteID=13
ID=93, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=12, Loja=Loja C, PosicaoEsteiraLoja=12, ClienteID=14
ID=95, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=14, Loja=Loja C, PosicaoEsteiraLoja=13, ClienteID=16
ID=98, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=17, Loja=Loja C, PosicaoEsteiraLoja=14, ClienteID=13
