ID=1, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=0, Loja=Loja A, PosicaoEsteiraLoja=0, ClienteID=2
ID=57, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=16, Loja=Loja A, PosicaoEsteiraLoja=2, ClienteID=7
ID=62, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=21, Loja=Loja A, PosicaoEsteiraLoja=3, ClienteID=2
ID=63, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=22, Loja=Loja A, PosicaoEsteiraLoja=4, ClienteID=1
ID=68, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=27, Loja=Loja A, PosicaoEsteiraLoja=5, ClienteID=16
ID=70, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=29, Loja=Loja A, PosicaoEsteiraLoja=6, ClienteID=2
ID=72, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=31, Loja=Loja A, PosicaoEsteiraLoja=7, ClienteID=6
ID=74, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=33, Loja=Loja A, PosicaoEsteiraLoja=8, ClienteID=8
ID=76, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=35, Loja=Loja A, PosicaoEsteiraLoja=9, ClienteID=3
ID=78, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=37, Loja=Loja A, PosicaoEsteiraLoja=10, ClienteID=16
ID=80, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=39, Loja=Loja A, PosicaoEsteiraLoja=11, ClienteID=7
ID=82, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=1, Loja=Loja A, PosicaoEsteiraLoja=12, ClienteID=17
ID=86, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=5, Loja=Loja A, PosicaoEsteiraLoja=13, ClienteID=8
ID=89, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=8, Loja=Loja A, PosicaoEsteiraLoja=14, ClienteID=6
ID=91, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=10, Loja=Loja A, PosicaoEsteiraLoja=15, ClienteID=19
ID=93, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=12, Loja=Loja A, PosicaoEsteiraLoja=16, ClienteID=14
ID=95, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=14, Loja=Loja A, PosicaoEsteiraLoja=17, ClienteID=5
